eventIndex,price_median15,price_delta15,bedrooms_delta15,view_delta15,bedsView_delta15,bathrooms_delta15,grade_delta15,bathsGrade_delta15,sqft_living_delta15,sqft_above_delta15,sqft_basement_delta15,sqft_lot_delta15,floors_delta15,waterfront_delta15,condition_delta15,building_age_delta15,interior_age_delta15
19045,320000.0,-30001.0,-1.0,0.0,-1.0,-0.5,0.0,-5.0,-813.0,-813.0,0.0,3088.0,-1.0,0.0,0.0,1.0,1.0
19046,575000.0,-35000.0,-1.0,0.0,-1.0,-1.0,-2.0,-11.0,-210.0,-170.0,0.0,2375.0,-2.0,0.0,0.0,97.0,100.0
19047,500000.0,-175050.0,0.0,0.0,0.0,-1.25,0.0,-12.0,-670.0,-190.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
19048,465500.0,253000.0,0.0,0.0,0.0,0.5,0.0,4.0,1250.0,570.0,790.0,0.0,0.5,0.0,1.0,10.0,10.0
19049,299990.0,195010.0,0.0,0.0,-1.0,-0.25,2.0,2.0,810.0,810.0,0.0,183335.0,-0.5,0.0,1.0,28.0,28.0
19050,189000.0,71000.0,3.0,0.0,3.0,1.0,0.0,8.0,880.0,960.0,0.0,3115.0,0.0,0.0,-1.0,-23.0,-23.0
19051,501000.0,-71000.0,0.0,0.0,0.0,-0.25,0.0,-4.0,-20.0,-350.0,850.0,-117.0,0.0,0.0,0.0,0.0,8.0
19052,403000.0,-500.0,0.0,0.0,0.0,0.75,0.0,6.0,580.0,780.0,0.0,-1399.0,0.0,0.0,0.0,1.0,1.0
19053,1550000.0,-130000.0,0.0,1.0,7.0,0.25,1.0,3.0,-190.0,220.0,-260.0,-592.0,0.5,0.0,0.0,6.0,6.0
19054,269900.0,5100.0,-1.0,0.0,-1.0,0.5,0.0,4.0,190.0,-100.0,370.0,1450.0,0.0,0.0,1.0,-21.0,-21.0
19055,275900.0,-25900.0,0.0,0.0,0.0,0.25,0.0,2.0,105.0,295.0,0.0,302.0,0.5,0.0,0.0,-10.0,-10.0
19056,625000.0,40000.0,0.0,0.0,0.0,1.0,0.0,8.0,-120.0,-170.0,30.0,-1700.0,0.0,0.0,0.0,-10.0,-8.0
19057,269950.0,155050.0,0.0,0.0,0.0,0.75,1.0,9.0,1230.0,1260.0,0.0,133887.0,0.0,0.0,-1.0,12.0,12.0
19058,767500.0,-7500.0,-2.0,0.0,-2.0,-1.5,0.0,-12.0,-870.0,-280.0,-500.0,-900.0,0.0,0.0,0.0,-11.0,-8.0
19059,528000.0,-81000.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.0,-370.0,0.0,-1397.0,0.0,0.0,0.0,0.0,0.0
19060,285000.0,-80000.0,0.0,0.0,0.0,-0.75,-1.0,-8.0,-690.0,-490.0,-380.0,-4300.0,0.0,0.0,0.0,-5.0,-5.0
19061,187500.0,3500.0,0.0,0.0,0.0,0.5,0.0,4.0,-260.0,-250.0,0.0,-750.0,0.0,0.0,1.0,0.0,0.0
19062,315000.0,35000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,130.0,180.0,0.0,721.0,0.0,0.0,-1.0,-41.0,-35.0
19063,685000.0,104888.0,2.0,0.0,0.0,0.75,0.0,5.0,840.0,400.0,480.0,-1030.0,0.0,0.0,0.0,-15.0,-12.0
19064,414050.0,28950.0,-1.0,0.0,-1.0,-1.0,0.0,-8.0,-380.0,-330.0,240.0,2017.0,0.0,0.0,0.0,7.0,7.0
19065,403500.0,291500.0,1.0,0.0,1.0,1.5,1.0,17.0,2020.0,1240.0,870.0,355.0,0.5,0.0,0.0,-35.0,-25.0
19066,604000.0,-44000.0,1.0,0.0,1.0,-0.25,-1.0,-4.0,-190.0,100.0,-130.0,48.0,0.0,0.0,1.0,17.0,17.0
19067,506000.0,44000.0,0.0,0.0,0.0,0.75,0.0,6.0,50.0,-470.0,600.0,1000.0,-0.5,0.0,1.0,-2.0,-2.0
19068,554000.0,296000.0,0.0,0.0,0.0,0.5,1.0,7.0,1670.0,1670.0,0.0,1927.0,1.0,0.0,0.0,0.0,0.0
19069,295000.0,57750.0,1.0,0.0,1.0,0.75,0.0,6.0,490.0,90.0,380.0,16009.0,0.0,0.0,1.0,2.0,2.0
19070,480000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,590.0,0.0,3053.0,0.0,0.0,0.0,0.0,0.0
19071,552500.0,222400.0,2.0,0.0,2.0,-1.0,0.0,-8.0,210.0,480.0,-200.0,-14.0,0.0,0.0,0.0,7.0,12.0
19072,265000.0,-15000.0,0.0,0.0,0.0,-0.75,0.0,-5.0,-480.0,-250.0,-340.0,511.0,0.0,0.0,1.0,0.0,0.0
19073,820000.0,142800.0,0.0,0.0,0.0,0.0,-1.0,-3.0,900.0,900.0,0.0,13293.0,0.0,0.0,0.0,-6.0,-6.0
19074,323400.0,-23900.0,0.0,0.0,0.0,-0.75,-1.0,-9.0,-380.0,-380.0,0.0,3864.0,-1.0,0.0,1.0,24.0,30.0
19075,457000.0,-207000.0,-1.0,0.0,-1.0,-0.5,-1.0,-7.0,-670.0,-480.0,-200.0,-906.0,0.0,0.0,0.0,8.0,8.0
19076,592500.0,152500.0,1.0,0.0,1.0,1.5,1.0,17.0,1710.0,1620.0,200.0,424709.0,0.5,0.0,1.0,2.0,2.0
19077,390000.0,-110525.0,-1.0,0.0,-1.0,-1.0,-1.0,-9.0,-730.0,-280.0,0.0,-34702.0,0.5,0.0,0.0,19.0,19.0
19078,585000.0,-135000.0,-1.0,0.0,-1.0,-0.25,0.0,-5.0,-300.0,100.0,0.0,20691.0,0.0,0.0,0.0,13.0,13.0
19079,289900.0,17800.0,2.0,0.0,1.0,0.5,0.0,4.0,120.0,-150.0,720.0,3529.0,0.0,0.0,1.0,1.0,1.0
19080,590000.0,75000.0,0.0,0.0,0.0,-0.75,0.0,-7.0,-150.0,100.0,70.0,-898.0,0.0,0.0,1.0,-6.0,-4.0
19081,506950.0,-131950.0,0.0,0.0,0.0,0.25,0.0,2.0,-310.0,-310.0,0.0,-1178.0,0.0,0.0,0.0,1.0,1.0
19082,368000.0,52000.0,1.0,0.0,1.0,0.0,2.0,3.0,570.0,750.0,0.0,3060.0,0.0,0.0,0.0,-2.0,-2.0
19083,349000.0,-201000.0,-1.0,0.0,-1.0,-1.5,-1.0,-11.0,-1100.0,-560.0,-300.0,80.0,-0.5,0.0,0.0,25.0,45.0
19084,885000.0,-178000.0,0.0,0.0,0.0,0.0,0.0,-1.0,40.0,320.0,0.0,0.0,0.5,0.0,0.0,-7.0,-7.0
19085,440000.0,-41000.0,0.0,0.0,0.0,-1.25,-1.0,-12.0,-600.0,-370.0,150.0,2654.0,-1.0,0.0,1.0,82.0,82.0
19086,427500.0,142500.0,1.0,0.0,1.0,0.5,2.0,7.0,1340.0,1900.0,0.0,-51836.0,1.0,0.0,-1.0,-14.0,-14.0
19087,770000.0,83000.0,0.0,0.0,0.0,-0.25,0.0,-3.0,350.0,350.0,0.0,1819.0,0.0,0.0,0.0,0.0,0.0
19088,710000.0,-310000.0,0.0,0.0,0.0,-1.5,-1.0,-15.0,-1140.0,-640.0,-530.0,5498.0,0.0,0.0,0.0,35.0,35.0
19089,600000.0,15000.0,0.0,2.0,2.0,-0.25,-1.0,-4.0,-80.0,106.0,0.0,-25857.0,0.5,1.0,0.0,57.0,-10.0
19090,499990.0,-36990.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-390.0,-310.0,0.0,500.0,0.0,0.0,1.0,7.0,7.0
19091,545000.0,55000.0,0.0,-1.0,-2.0,0.5,0.0,5.0,-370.0,-310.0,-30.0,4742.0,0.0,0.0,0.0,-2.0,-2.0
19092,375000.0,54000.0,2.0,0.0,2.0,0.75,0.0,6.0,1100.0,30.0,950.0,3520.0,-0.5,0.0,0.0,-29.0,-29.0
19093,1010000.0,-30000.0,0.0,0.0,0.0,2.5,0.0,22.0,750.0,540.0,890.0,3231.0,1.0,0.0,-1.0,23.0,-34.0
19094,337000.0,22500.0,2.0,0.0,2.0,1.25,0.0,11.0,1000.0,1090.0,0.0,-2624.0,0.0,0.0,0.0,-6.0,-6.0
19095,798000.0,-83000.0,0.0,0.0,0.0,-0.25,-1.0,-5.0,-660.0,-660.0,0.0,-1106.0,0.0,0.0,0.0,1.0,1.0
19096,248000.0,-8000.0,0.0,0.0,0.0,0.0,0.0,-2.0,-420.0,-300.0,440.0,-296.0,0.0,0.0,1.0,5.0,5.0
19097,450000.0,5000.0,1.0,0.0,1.0,-0.5,-1.0,-7.0,-60.0,-480.0,1060.0,-427.0,0.0,0.0,2.0,2.0,5.0
19098,415000.0,195000.0,0.0,0.0,0.0,0.0,-1.0,0.0,-130.0,350.0,0.0,51836.0,0.0,0.0,-1.0,-22.0,-22.0
19099,419500.0,255500.0,0.0,0.0,0.0,0.25,1.0,8.0,1100.0,1130.0,0.0,658.0,0.0,0.0,0.0,-17.0,-17.0
19100,216500.0,67000.0,1.0,0.0,1.0,0.0,-1.0,-2.0,10.0,10.0,0.0,1476.0,0.0,0.0,-1.0,-10.0,-9.0
19101,235000.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-6.0,870.0,180.0,890.0,-750.0,0.5,0.0,0.0,32.0,36.0
19102,822000.0,5000.0,0.0,0.0,0.0,0.0,1.0,2.0,420.0,110.0,360.0,2100.0,0.0,0.0,-1.0,-1.0,-1.0
19103,355000.0,-2000.0,-1.0,0.0,-1.0,-0.5,0.0,-4.0,-570.0,-240.0,0.0,411.0,0.0,0.0,0.0,-2.0,1.0
19104,1080000.0,-332500.0,0.0,0.0,0.0,-0.75,-2.0,-11.0,-1440.0,-1310.0,0.0,-825.0,0.0,0.0,1.0,7.0,7.0
19105,410000.0,-69000.0,-2.0,0.0,-2.0,-1.0,-1.0,-9.0,-1120.0,-240.0,-600.0,0.0,0.0,0.0,0.0,41.0,44.0
19106,235000.0,-53000.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-270.0,-20.0,0.0,9164.0,-0.5,0.0,-1.0,-20.0,-20.0
19107,234000.0,16000.0,1.0,0.0,1.0,0.0,0.0,0.0,110.0,110.0,0.0,-519.0,0.0,0.0,0.0,1.0,1.0
19108,615000.0,40000.0,1.0,3.0,13.0,1.0,0.0,12.0,200.0,-80.0,680.0,4898.0,0.0,0.0,-1.0,-7.0,-7.0
19109,425000.0,-20000.0,-1.0,0.0,-1.0,0.25,1.0,4.0,-380.0,340.0,-500.0,-153.0,0.0,0.0,0.0,-5.0,-5.0
19110,577000.0,-187000.0,0.0,0.0,0.0,-0.5,-1.0,-6.0,-300.0,-960.0,920.0,-1346.0,-1.0,0.0,0.0,14.0,27.0
19111,340895.0,-65495.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-480.0,-430.0,0.0,-3.0,0.0,0.0,0.0,3.0,3.0
19112,762000.0,29000.0,-1.0,0.0,-1.0,-0.25,0.0,-2.0,300.0,-320.0,620.0,-2500.0,0.5,0.0,0.0,-12.0,-12.0
19113,450000.0,-25500.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,210.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0
19114,425000.0,5000.0,0.0,0.0,0.0,-0.75,0.0,-4.0,-340.0,-40.0,-100.0,1050.0,0.0,0.0,1.0,0.0,0.0
19115,678000.0,187000.0,1.0,2.0,9.0,0.0,1.0,2.0,390.0,910.0,-430.0,-212.0,1.0,0.0,1.0,-11.0,-1.0
19116,239900.0,-76900.0,-1.0,0.0,-1.0,0.25,0.0,2.0,-320.0,-60.0,0.0,-2102.0,0.0,0.0,0.0,-3.0,-3.0
19117,950000.0,-30000.0,0.0,-1.0,-3.0,0.25,0.0,0.0,130.0,-460.0,380.0,-2056.0,0.0,0.0,1.0,7.0,7.0
19118,850000.0,180000.0,2.0,0.0,1.0,1.0,1.0,13.0,190.0,90.0,190.0,-1389.0,0.0,0.0,-1.0,3.0,3.0
19119,252000.0,73000.0,0.0,0.0,0.0,-0.75,0.0,-8.0,200.0,-320.0,520.0,872.0,-1.0,0.0,1.0,11.0,11.0
19120,374950.0,-59950.0,1.0,0.0,1.0,0.0,-1.0,-3.0,-650.0,-650.0,0.0,-16.0,0.0,0.0,0.0,6.0,6.0
19121,255000.0,-28000.0,1.0,0.0,1.0,0.0,0.0,-1.0,-40.0,0.0,0.0,381.0,0.0,0.0,0.0,-27.0,-27.0
19122,235000.0,-56000.0,1.0,0.0,1.0,0.25,0.0,1.0,520.0,350.0,380.0,-7525.0,0.5,0.0,0.0,42.0,50.0
19123,440000.0,-164000.0,-1.0,0.0,-1.0,-1.25,-1.0,-10.0,-620.0,-560.0,-390.0,-415.0,-1.0,0.0,0.0,-21.0,-21.0
19124,240000.0,95000.0,1.0,0.0,1.0,-0.25,-1.0,-3.0,1660.0,480.0,1320.0,9445.0,0.5,0.0,0.0,21.0,25.0
19125,435000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,-2.0,-10.0,-250.0,750.0,2604.0,0.0,0.0,-1.0,-20.0,-20.0
19126,335000.0,-68510.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-590.0,-590.0,0.0,-1841.0,0.0,0.0,0.0,-1.0,-1.0
19127,586000.0,69000.0,1.0,0.0,1.0,1.0,1.0,9.0,1270.0,210.0,1580.0,287.0,0.0,0.0,0.0,-6.0,-6.0
19128,569950.0,65550.0,0.0,0.0,-1.0,0.0,0.0,-2.0,240.0,-220.0,660.0,-400.0,-0.5,0.0,-1.0,-23.0,-90.0
19129,310000.0,-75000.0,1.0,0.0,0.0,0.75,0.0,6.0,710.0,-170.0,840.0,-2073.0,0.0,0.0,0.0,-16.0,-16.0
19130,804000.0,81000.0,-1.0,0.0,-2.0,0.0,-1.0,-3.0,110.0,330.0,0.0,1596.0,0.0,0.0,1.0,0.0,0.0
19131,367950.0,-15450.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19132,475000.0,-25000.0,0.0,0.0,0.0,0.75,1.0,9.0,-150.0,140.0,0.0,-152.0,1.0,0.0,-1.0,-23.0,-22.0
19133,1950000.0,1690000.0,1.0,0.0,1.0,3.0,2.0,45.0,1500.0,1500.0,0.0,1782.0,0.0,0.0,-1.0,-20.0,-19.0
19134,521000.0,529000.0,0.0,4.0,11.0,0.25,2.0,5.0,940.0,50.0,1150.0,8002.0,0.0,0.0,0.0,-30.0,-59.0
19135,550000.0,-74000.0,-1.0,0.0,-1.0,0.5,0.0,4.0,-320.0,-170.0,0.0,78.0,0.0,0.0,0.0,8.0,8.0
19136,379950.0,-4950.0,0.0,0.0,0.0,0.25,0.0,3.0,-40.0,-40.0,0.0,6487.0,0.0,0.0,0.0,-4.0,-3.0
19137,295000.0,305600.0,1.0,0.0,1.0,1.5,1.0,16.0,1450.0,1930.0,0.0,-1571.0,1.0,0.0,0.0,-48.0,-48.0
19138,509007.0,57993.0,1.0,2.0,8.0,0.0,0.0,2.0,790.0,60.0,1200.0,1463.0,0.0,0.0,0.0,2.0,3.0
19139,464550.0,185450.0,1.0,0.0,1.0,-0.25,0.0,-2.0,350.0,-70.0,920.0,1875.0,0.0,0.0,0.0,0.0,0.0
19140,315000.0,-125000.0,1.0,0.0,1.0,0.0,-2.0,-2.0,0.0,20.0,0.0,2643.0,0.0,0.0,0.0,17.0,17.0
19141,330000.0,528000.0,1.0,-1.0,3.0,2.0,3.0,27.0,2800.0,1010.0,1790.0,234767.0,0.0,0.0,0.0,-14.0,-14.0
19142,670000.0,-234500.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,-690.0,-500.0,-250.0,-2088.0,0.0,0.0,0.0,10.0,10.0
19143,524000.0,161000.0,1.0,0.0,0.0,-0.5,0.0,-4.0,1100.0,550.0,590.0,3393.0,-1.0,0.0,0.0,-25.0,-25.0
19144,276200.0,-24200.0,0.0,0.0,0.0,-0.25,-1.0,-4.0,-370.0,-210.0,0.0,-732.0,0.5,0.0,1.0,1.0,1.0
19145,452250.0,60250.0,1.0,0.0,1.0,0.0,0.0,2.0,-350.0,540.0,-430.0,-2700.0,1.0,0.0,1.0,-1.0,2.0
19146,510000.0,-86200.0,-1.0,0.0,-1.0,0.25,0.0,3.0,-220.0,490.0,0.0,-1833.0,1.0,0.0,-1.0,1.0,1.0
19147,592100.0,-132100.0,-1.0,0.0,-1.0,-0.25,0.0,-5.0,-937.0,-407.0,0.0,-4745.0,0.0,0.0,1.0,3.0,3.0
19148,505000.0,-71000.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,390.0,-400.0,-5019.0,1.0,0.0,0.0,-16.0,-16.0
19149,285000.0,-41000.0,0.0,0.0,0.0,-1.0,-1.0,-7.0,0.0,-340.0,1000.0,8100.0,0.0,0.0,0.0,3.0,3.0
19150,365000.0,-16875.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-220.0,-100.0,0.0,66.0,0.5,0.0,0.0,1.0,1.0
19151,905000.0,-320000.0,0.0,0.0,0.0,0.75,-2.0,1.0,-760.0,-760.0,0.0,-16486.0,0.0,0.0,1.0,-1.0,-1.0
19152,216000.0,14000.0,-1.0,0.0,-1.0,-1.5,-1.0,-13.0,-457.0,-457.0,0.0,4615.0,-1.0,0.0,1.0,33.0,33.0
19153,397000.0,53000.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-440.0,-440.0,0.0,973.0,0.0,0.0,1.0,18.0,18.0
19154,440000.0,-47000.0,2.0,0.0,1.0,0.0,0.0,-2.0,-460.0,-450.0,0.0,-378.0,0.0,0.0,1.0,-19.0,-19.0
19155,515000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.0,20.0,0.0,515.0,0.0,0.0,1.0,-7.0,-7.0
19156,567000.0,-167000.0,-1.0,0.0,-1.0,-1.0,-1.0,-10.0,-1040.0,-540.0,0.0,2607.0,0.0,0.0,0.0,1.0,5.0
19157,720000.0,170000.0,-2.0,0.0,-2.0,-0.75,1.0,-6.0,-40.0,-40.0,0.0,4356.0,0.0,0.0,0.0,-4.0,-3.0
19158,230000.0,-24050.0,0.0,0.0,0.0,-0.75,-2.0,-9.0,-420.0,-400.0,0.0,4330.0,0.0,0.0,0.0,8.0,10.0
19159,220000.0,-11000.0,0.0,0.0,0.0,0.0,-1.0,-1.0,100.0,120.0,0.0,-3546.0,0.5,0.0,-1.0,23.0,-59.0
19160,395000.0,35000.0,1.0,0.0,1.0,0.75,-1.0,3.0,430.0,-240.0,780.0,-1854.0,0.0,0.0,1.0,12.0,12.0
19161,556000.0,-22000.0,1.0,0.0,1.0,0.0,-1.0,-2.0,450.0,70.0,280.0,-1000.0,0.0,0.0,0.0,-1.0,-1.0
19162,640000.0,95000.0,1.0,0.0,1.0,1.25,0.0,10.0,620.0,20.0,580.0,-408.0,0.0,0.0,1.0,3.0,3.0
19163,917000.0,-44000.0,-1.0,0.0,-1.0,-0.25,1.0,-3.0,-830.0,-780.0,0.0,41029.0,0.0,0.0,0.0,-3.0,-3.0
19164,543000.0,-68000.0,1.0,0.0,1.0,-0.25,0.0,-3.0,-60.0,-640.0,580.0,-1232.0,-1.0,0.0,0.0,0.0,0.0
19165,303500.0,21500.0,0.0,0.0,0.0,0.25,0.0,2.0,510.0,-80.0,590.0,4230.0,0.0,0.0,1.0,-4.0,-4.0
19166,510000.0,-10000.0,0.0,0.0,0.0,-0.25,1.0,0.0,470.0,470.0,0.0,188491.0,0.0,0.0,0.0,3.0,3.0
19167,290000.0,-11000.0,0.0,0.0,0.0,0.25,0.0,2.0,330.0,-20.0,510.0,975.0,0.0,0.0,1.0,0.0,0.0
19168,590000.0,-240000.0,0.0,0.0,0.0,-0.5,0.0,-5.0,-720.0,-680.0,0.0,-2115.0,-1.0,0.0,0.0,0.0,0.0
19169,632500.0,27500.0,0.0,0.0,0.0,-0.25,0.0,-2.0,660.0,680.0,0.0,1953.0,0.0,0.0,0.0,8.0,8.0
19170,310000.0,14950.0,-2.0,1.0,-1.0,-0.75,0.0,-6.0,-407.0,173.0,-360.0,4237.0,0.0,0.0,1.0,9.0,9.0
19171,443000.0,57000.0,1.0,0.0,1.0,-0.5,0.0,-4.0,-370.0,250.0,0.0,1235.0,0.0,0.0,0.0,23.0,23.0
19172,244000.0,-56700.0,-1.0,0.0,-1.0,-0.5,0.0,-5.0,-140.0,-160.0,180.0,-1089.0,0.0,0.0,0.0,-7.0,4.0
19173,600000.0,-254400.0,2.0,0.0,2.0,1.75,2.0,21.0,1050.0,1570.0,0.0,320.0,1.0,0.0,0.0,1.0,-87.0
19174,535900.0,-135900.0,-1.0,0.0,-1.0,-0.75,0.0,-6.0,-740.0,30.0,-400.0,-1315.0,0.0,0.0,-1.0,-1.0,-1.0
19175,540000.0,395000.0,1.0,0.0,1.0,1.5,3.0,21.0,940.0,1550.0,0.0,-216.0,1.0,0.0,0.0,-58.0,-58.0
19176,275500.0,98500.0,1.0,0.0,1.0,0.25,1.0,3.0,620.0,-460.0,1080.0,10088.0,-0.5,0.0,1.0,18.0,18.0
19177,420000.0,-92000.0,0.0,0.0,0.0,-0.25,0.0,-4.0,-740.0,-540.0,0.0,24292.0,1.0,0.0,0.0,12.0,12.0
19178,281000.0,-23500.0,0.0,0.0,0.0,1.0,0.0,8.0,-700.0,240.0,-700.0,-566.0,0.0,0.0,2.0,-30.0,-30.0
19179,1230000.0,-230000.0,0.0,0.0,0.0,0.25,-1.0,3.0,-240.0,-500.0,200.0,-1200.0,0.0,0.0,1.0,0.0,0.0
19180,210000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,583.0,0.0,0.0,0.0,-4.0,-2.0
19181,900000.0,290000.0,-1.0,0.0,-1.0,-0.5,0.0,-3.0,-650.0,250.0,-300.0,2534.0,0.5,0.0,2.0,-9.0,-6.0
19182,259000.0,101000.0,1.0,0.0,1.0,0.75,2.0,11.0,1550.0,1800.0,0.0,-1468.0,1.0,0.0,0.0,-48.0,-48.0
19183,610000.0,89999.0,0.0,0.0,0.0,-1.5,-1.0,-14.0,-560.0,-130.0,-200.0,0.0,-0.5,0.0,1.0,-6.0,-6.0
19184,335000.0,200000.0,0.0,0.0,0.0,1.0,1.0,11.0,450.0,660.0,0.0,36468.0,1.0,0.0,0.0,-2.0,-2.0
19185,350000.0,114950.0,-1.0,0.0,-1.0,0.0,0.0,0.0,90.0,710.0,0.0,11640.0,0.0,0.0,0.0,-20.0,-20.0
19186,925850.0,-850.0,0.0,0.0,0.0,-0.75,0.0,-8.0,40.0,400.0,0.0,4993.0,0.0,0.0,0.0,-5.0,-5.0
19187,664000.0,266000.0,0.0,0.0,0.0,1.5,2.0,19.0,750.0,300.0,680.0,0.0,0.5,0.0,-1.0,4.0,-84.0
19188,680000.0,47500.0,0.0,3.0,8.0,0.25,0.0,0.0,630.0,410.0,140.0,500.0,0.0,0.0,-1.0,19.0,19.0
19189,424000.0,-99000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,260.0,0.0,2300.0,0.0,0.0,0.0,-23.0,-23.0
19190,695000.0,0.0,0.0,-1.0,-5.0,1.25,0.0,13.0,940.0,700.0,300.0,4990.0,1.0,0.0,0.0,-35.0,-33.0
19191,475000.0,110000.0,0.0,0.0,0.0,0.5,1.0,7.0,870.0,130.0,870.0,-1575.0,0.0,0.0,-1.0,-1.0,-1.0
19192,261000.0,58000.0,0.0,2.0,6.0,0.75,0.0,6.0,240.0,0.0,600.0,683.0,0.0,0.0,0.0,-2.0,-2.0
19193,240000.0,25000.0,3.0,0.0,3.0,1.0,0.0,8.0,800.0,630.0,210.0,-1150.0,0.5,0.0,0.0,0.0,1.0
19194,365000.0,-6000.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,570.0,-480.0,-2346.0,0.5,0.0,0.0,-9.0,-9.0
19195,365000.0,25000.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,570.0,-480.0,-2346.0,0.5,0.0,0.0,-9.0,-9.0
19196,420000.0,-45500.0,0.0,0.0,0.0,-1.25,-1.0,-12.0,-960.0,-620.0,0.0,-69.0,0.0,0.0,2.0,11.0,11.0
19197,905000.0,-244000.0,-2.0,0.0,-2.0,-1.0,-2.0,-14.0,-1430.0,-1430.0,0.0,435.0,0.0,0.0,1.0,17.0,17.0
19198,1020000.0,-120000.0,0.0,0.0,0.0,0.0,-1.0,0.0,-140.0,-630.0,-60.0,0.0,0.0,0.0,0.0,33.0,-20.0
19199,586000.0,14000.0,2.0,0.0,2.0,0.75,1.0,7.0,490.0,170.0,840.0,294.0,0.0,0.0,0.0,-1.0,-1.0
19200,989900.0,1010100.0,0.0,3.0,15.0,1.5,2.0,23.0,3330.0,1920.0,1350.0,1144.0,1.0,0.0,0.0,-18.0,-18.0
19201,400000.0,112500.0,1.0,0.0,1.0,0.25,0.0,0.0,90.0,520.0,-670.0,457.0,0.5,0.0,2.0,3.0,5.0
19202,332000.0,-102500.0,-1.0,0.0,-1.0,-0.75,0.0,-7.0,-660.0,-480.0,0.0,23224.0,-1.0,0.0,1.0,28.0,28.0
19203,825000.0,-236000.0,-1.0,0.0,-1.0,-1.0,-1.0,-16.0,-1820.0,-710.0,-1060.0,-277.0,0.0,0.0,0.0,3.0,3.0
19204,408000.0,131950.0,0.0,0.0,0.0,0.25,1.0,5.0,-130.0,230.0,0.0,615.0,1.0,0.0,0.0,-15.0,-15.0
19205,362000.0,278000.0,1.0,0.0,1.0,0.25,1.0,5.0,1230.0,1580.0,0.0,10890.0,1.0,0.0,0.0,-37.0,-37.0
19206,210490.0,7760.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.0,-210.0,300.0,-895.0,0.0,0.0,-1.0,0.0,0.0
19207,705000.0,-30000.0,1.0,0.0,2.0,1.0,0.0,9.0,-240.0,100.0,-160.0,-3600.0,1.0,0.0,0.0,-33.0,-19.0
19208,290000.0,48000.0,2.0,0.0,2.0,0.25,0.0,2.0,490.0,730.0,0.0,-775.0,1.0,0.0,0.0,-1.0,-1.0
19209,280000.0,-48250.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-520.0,-200.0,0.0,-843.0,0.0,0.0,0.0,0.0,0.0
19210,225000.0,-25100.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-590.0,-320.0,0.0,913.0,0.0,0.0,0.0,19.0,24.0
19211,945000.0,115000.0,0.0,2.0,8.0,0.0,0.0,0.0,320.0,320.0,0.0,2662.0,0.0,0.0,0.0,2.0,2.0
19212,232500.0,30500.0,1.0,0.0,1.0,1.0,0.0,8.0,160.0,30.0,180.0,525.0,0.0,0.0,1.0,-1.0,-1.0
19213,243500.0,36450.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-220.0,-250.0,360.0,-300.0,0.0,0.0,1.0,-22.0,-12.0
19214,690000.0,-295000.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-630.0,-340.0,-290.0,-2179.0,0.0,0.0,1.0,20.0,28.0
19215,278000.0,-25500.0,0.0,0.0,0.0,-0.5,0.0,-4.0,40.0,40.0,0.0,940.0,-1.0,0.0,0.0,-1.0,-1.0
19216,645000.0,505000.0,1.0,0.0,1.0,1.25,2.0,22.0,2880.0,2880.0,0.0,-735.0,0.5,0.0,0.0,-6.0,-6.0
19217,235000.0,-30000.0,0.0,0.0,0.0,0.0,0.0,-2.0,30.0,50.0,0.0,-11292.0,0.0,0.0,-1.0,-9.0,-9.0
19218,575950.0,78050.0,1.0,0.0,1.0,0.5,0.0,7.0,1190.0,180.0,920.0,0.0,0.0,0.0,0.0,2.0,2.0
19219,425000.0,-225000.0,0.0,0.0,0.0,-1.0,-1.0,-11.0,-1020.0,-1020.0,0.0,201281.0,0.0,0.0,-1.0,46.0,46.0
